Orthogroup	Node	Bootstrap	Paralog1	Paralog2
syn_tree/RAxML_bipartitions.0000110.cds.aln.raxml.out	N3	55	gnl_Solly_iTAGv2.3_Solyc07g055290.2.1	gnl_Solly_iTAGv2.3_Solyc02g072180.2.1
syn_tree/RAxML_bipartitions.0000110.cds.aln.raxml.out	N5	100	gnl_Denca_Dca020923	gnl_Denca_Dca004930
syn_tree/RAxML_bipartitions.0000111.cds.aln.raxml.out	N11	94	gnl_Sorbi_v2.1_Sobic.010G166600.1	gnl_Sorbi_v2.1_Sobic.010G166500.1
syn_tree/RAxML_bipartitions.0000111.cds.aln.raxml.out	N5	46	gnl_Denca_Dca026303	gnl_Denca_Dca011289
syn_tree/RAxML_bipartitions.0000111.cds.aln.raxml.out	N11	100	gnl_Bradi1.2_Bradi2g56970.1	gnl_Bradi1.2_Bradi2g24910.1
syn_tree/RAxML_bipartitions.0000111.cds.aln.raxml.out	N17	52	gnl_Vitvi_Genoscope.12X_GSVIVT01026009001	gnl_Vitvi_Genoscope.12X_GSVIVT01026012001
syn_tree/RAxML_bipartitions.0000111.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_08.598	gnl_Aspof_V1_evm.model.AsparagusV1_05.2136
syn_tree/RAxML_bipartitions.0000111.cds.aln.raxml.out	N7	36	gnl_Aspof_V1_evm.model.AsparagusV1_04.2891	gnl_Aspof_V1_evm.model.AsparagusV1_09.238
syn_tree/RAxML_bipartitions.0000122.cds.aln.raxml.out	N17	100	gnl_Solly_iTAGv2.3_Solyc09g089730.2.1	gnl_Solly_iTAGv2.3_Solyc04g007980.2.1
syn_tree/RAxML_bipartitions.0000122.cds.aln.raxml.out	N11	87	gnl_Bradi1.2_Bradi5g00830.1	gnl_Bradi1.2_Bradi5g00800.1
syn_tree/RAxML_bipartitions.0000122.cds.aln.raxml.out	N3	52	gnl_Carpa_ASGPBv0.4_evm.TU.contig_30480.2	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_44.84
syn_tree/RAxML_bipartitions.0000122.cds.aln.raxml.out	N6	99	gnl_Aspof_V1_evm.model.AsparagusV1_10.1501	gnl_Aspof_V1_evm.model.AsparagusV1_Unassigned.1025
syn_tree/RAxML_bipartitions.0000124.cds.aln.raxml.out	N13	72	gnl_Musac_v1.0_GSMUA_Achr3G04970_001	gnl_Musac_v1.0_GSMUA_Achr9G13570_001
syn_tree/RAxML_bipartitions.0000124.cds.aln.raxml.out	N14	28	gnl_Musac_v1.0_GSMUA_AchrUn_randomG05150_001	gnl_Musac_v1.0_GSMUA_Achr6G01870_001
syn_tree/RAxML_bipartitions.0000124.cds.aln.raxml.out	N11	100	gnl_Sorbi_v2.1_Sobic.002G208900.1	gnl_Sorbi_v2.1_Sobic.002G208300.1
syn_tree/RAxML_bipartitions.0000124.cds.aln.raxml.out	N17	78	gnl_Denca_Dca017109	gnl_Denca_Dca014133
syn_tree/RAxML_bipartitions.0000124.cds.aln.raxml.out	N14	72	gnl_Sorbi_v2.1_Sobic.010G068600.1	gnl_Sorbi_v2.1_Sobic.002G209000.1
syn_tree/RAxML_bipartitions.0000124.cds.aln.raxml.out	N6	100	Asasp_c57701_g1_i1	Asasp_c1754_g1_i1
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N7	33	gnl_Yucal_TR61145_c1_g1_i1	gnl_Yucal_TR19088_c2_g1_i2
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N5	85	gnl_Phaeq_PEQU_17563	gnl_Phaeq_PEQU_04719
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N15	20	gnl_Anaco_Aco008192.mRNA1	gnl_Anaco_Aco022750.mRNA1
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N3	96	gnl_Vitvi_Genoscope.12X_GSVIVT01032599001	gnl_Vitvi_Genoscope.12X_GSVIVT01008074001
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N6	89	gnl_Aspof_V1_evm.model.AsparagusV1_03.1964	gnl_Aspof_V1_evm.model.AsparagusV1_07.2857
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N11	97	gnl_Orysa_v7.0_LOC_Os07g09340.1	gnl_Orysa_v7.0_LOC_Os12g44150.1
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N6	84	Asasp_c59282_g1_i1	Asasp_c83317_g1_i1
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N6	93	Asasp_c69171_g1_i1	Asasp_c20410_g1_i3
syn_tree/RAxML_bipartitions.0000129.cds.aln.raxml.out	N3	66	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_23.11	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_23.10
syn_tree/RAxML_bipartitions.0000131.cds.aln.raxml.out	N11	100	gnl_Sorbi_v2.1_Sobic.006G042200.1	gnl_Sorbi_v2.1_Sobic.010G138400.1
syn_tree/RAxML_bipartitions.0000131.cds.aln.raxml.out	N15	39	gnl_Anaco_Aco012668.mRNA1	gnl_Anaco_Aco012667.mRNA1
syn_tree/RAxML_bipartitions.0000131.cds.aln.raxml.out	N5	51	gnl_Denca_Dca015989	gnl_Denca_Dca018834
syn_tree/RAxML_bipartitions.0000131.cds.aln.raxml.out	N3	81	gnl_Vitvi_Genoscope.12X_GSVIVT01011801001	gnl_Vitvi_Genoscope.12X_GSVIVT01030953001
syn_tree/RAxML_bipartitions.0000134.cds.aln.raxml.out	N17	89	gnl_Anaco_Aco015433.mRNA1	gnl_Anaco_Aco029176.mRNA1
syn_tree/RAxML_bipartitions.0000134.cds.aln.raxml.out	N3	25	gnl_Solly_iTAGv2.3_Solyc03g096640.2.1	gnl_Solly_iTAGv2.3_Solyc04g007400.2.1
syn_tree/RAxML_bipartitions.0000134.cds.aln.raxml.out	N13	1	gnl_Orysa_v7.0_LOC_Os11g25110.1	gnl_Orysa_v7.0_LOC_Os03g38700.1
syn_tree/RAxML_bipartitions.0000134.cds.aln.raxml.out	N11	24	gnl_Bradi1.2_Bradi1g66900.1	gnl_Bradi1.2_Bradi1g66910.1
syn_tree/RAxML_bipartitions.0000134.cds.aln.raxml.out	N6	97	gnl_Aspof_V1_evm.model.AsparagusV1_07.134	gnl_Aspof_V1_evm.model.AsparagusV1_07.133
syn_tree/RAxML_bipartitions.0000134.cds.aln.raxml.out	N7	19	gnl_Aspof_V1_evm.model.AsparagusV1_07.86	gnl_Aspof_V1_evm.model.AsparagusV1_05.297
syn_tree/RAxML_bipartitions.0000134.cds.aln.raxml.out	N5	99	gnl_Phaeq_PEQU_02454	gnl_Phaeq_PEQU_02250
syn_tree/RAxML_bipartitions.0000134.cds.aln.raxml.out	N10	35	gnl_Orysa_v7.0_LOC_Os03g16210.1	gnl_Orysa_v7.0_LOC_Os03g16220.1
syn_tree/RAxML_bipartitions.0000135.cds.aln.raxml.out	N11	97	gnl_Bradi1.2_Bradi3g07060.1	gnl_Bradi1.2_Bradi1g36050.1
syn_tree/RAxML_bipartitions.0000135.cds.aln.raxml.out	N8	49	gnl_Phaeq_PEQU_20675	gnl_Phaeq_PEQU_18232
syn_tree/RAxML_bipartitions.0000135.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os08g39450.1	gnl_Orysa_v7.0_LOC_Os09g31200.1
syn_tree/RAxML_bipartitions.0000135.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os03g57890.1	gnl_Orysa_v7.0_LOC_Os07g07350.3
syn_tree/RAxML_bipartitions.0000135.cds.aln.raxml.out	N3	91	gnl_Solly_iTAGv2.3_Solyc12g100060.1.1	gnl_Solly_iTAGv2.3_Solyc01g086960.2.1
syn_tree/RAxML_bipartitions.0000135.cds.aln.raxml.out	N5	94	gnl_Denca_Dca002357	gnl_Denca_Dca023259
syn_tree/RAxML_bipartitions.0000137.cds.aln.raxml.out	N2	36	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_920.1	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_143.7
syn_tree/RAxML_bipartitions.0000137.cds.aln.raxml.out	N15	46	gnl_Sorbi_v2.1_Sobic.003G150700.1	gnl_Sorbi_v2.1_Sobic.002G388600.1
syn_tree/RAxML_bipartitions.0000137.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os01g74330.1	gnl_Orysa_v7.0_LOC_Os05g02120.1
syn_tree/RAxML_bipartitions.0000137.cds.aln.raxml.out	N5	100	gnl_Denca_Dca010648	gnl_Denca_Dca018029
syn_tree/RAxML_bipartitions.0000137.cds.aln.raxml.out	N8	11	gnl_Denca_Dca010649	gnl_Denca_Dca014375
syn_tree/RAxML_bipartitions.0000137.cds.aln.raxml.out	N7	97	gnl_Aspof_V1_evm.model.AsparagusV1_08.2976	gnl_Aspof_V1_evm.model.AsparagusV1_06.1665
syn_tree/RAxML_bipartitions.0000137.cds.aln.raxml.out	N10	54	gnl_Bradi1.2_Bradi2g12057.1	gnl_Bradi1.2_Bradi2g12047.2
syn_tree/RAxML_bipartitions.0000141.cds.aln.raxml.out	N17	60	gnl_Aspof_V1_evm.model.AsparagusV1_04.19	gnl_Aspof_V1_evm.model.AsparagusV1_03.1482
syn_tree/RAxML_bipartitions.0000141.cds.aln.raxml.out	N11	62	gnl_Sorbi_v2.1_Sobic.001G046600.1	gnl_Sorbi_v2.1_Sobic.002G073700.1
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N14	33	gnl_Anaco_Aco025038.mRNA1	gnl_Anaco_Aco012551.mRNA1
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N14	52	gnl_Orysa_v7.0_LOC_Os03g38050.1	gnl_Orysa_v7.0_LOC_Os06g46570.1
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N11	94	gnl_Bradi1.2_Bradi3g46390.1	gnl_Bradi1.2_Bradi4g31890.1
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N12	87	gnl_Anaco_Aco010514.mRNA1	gnl_Anaco_Aco009031.mRNA1
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N3	78	gnl_Solly_iTAGv2.3_Solyc11g013490.1.1	gnl_Solly_iTAGv2.3_Solyc12g096440.1.1
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N3	89	gnl_Vitvi_Genoscope.12X_GSVIVT01019479001	gnl_Vitvi_Genoscope.12X_GSVIVT01028724001
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N5	100	gnl_Denca_Dca024076	gnl_Denca_Dca026658
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N3	76	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_87.79	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_152.19
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N5	100	gnl_Phaeq_PEQU_06076	gnl_Phaeq_PEQU_39408
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N7	85	gnl_Aspof_V1_evm.model.AsparagusV1_07.3791	gnl_Aspof_V1_evm.model.AsparagusV1_03.1189
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N5	96	gnl_Phaeq_PEQU_06736	gnl_Phaeq_PEQU_31528
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N7	99	gnl_Aspof_V1_evm.model.AsparagusV1_07.3712	gnl_Aspof_V1_evm.model.AsparagusV1_03.1587
syn_tree/RAxML_bipartitions.0000142.cds.aln.raxml.out	N11	100	gnl_Sorbi_v2.1_Sobic.010G230300.1	gnl_Sorbi_v2.1_Sobic.004G051300.1
syn_tree/RAxML_bipartitions.0000146.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os03g04130.1	gnl_Orysa_v7.0_LOC_Os03g04120.1
syn_tree/RAxML_bipartitions.0000146.cds.aln.raxml.out	N2	68	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_64.157	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_108.13
syn_tree/RAxML_bipartitions.0000146.cds.aln.raxml.out	N11	70	gnl_Orysa_v7.0_LOC_Os03g19240.1	gnl_Orysa_v7.0_LOC_Os03g19250.1
syn_tree/RAxML_bipartitions.0000146.cds.aln.raxml.out	N7	99	gnl_Aspof_V1_evm.model.AsparagusV1_07.1314	gnl_Aspof_V1_evm.model.AsparagusV1_07.1313
syn_tree/RAxML_bipartitions.0000147.cds.aln.raxml.out	N3	99	gnl_Solly_iTAGv2.3_Solyc01g008610.2.1	gnl_Solly_iTAGv2.3_Solyc04g016470.2.1
syn_tree/RAxML_bipartitions.0000147.cds.aln.raxml.out	N11	100	gnl_Sorbi_v2.1_Sobic.009G183400.1	gnl_Sorbi_v2.1_Sobic.003G326700.1
syn_tree/RAxML_bipartitions.0000153.cds.aln.raxml.out	N12	92	gnl_Bradi1.2_Bradi3g11300.1	gnl_Bradi1.2_Bradi3g03120.1
syn_tree/RAxML_bipartitions.0000153.cds.aln.raxml.out	N11	100	gnl_Bradi1.2_Bradi3g11310.1	gnl_Bradi1.2_Bradi2g25450.1
syn_tree/RAxML_bipartitions.0000153.cds.aln.raxml.out	N11	100	gnl_Bradi1.2_Bradi3g11300.1	gnl_Bradi1.2_Bradi4g43180.1
syn_tree/RAxML_bipartitions.0000153.cds.aln.raxml.out	N8	41	gnl_Denca_Dca008204	gnl_Denca_Dca008041
syn_tree/RAxML_bipartitions.0000153.cds.aln.raxml.out	N11	100	gnl_Orysa_v7.0_LOC_Os04g12010.1	gnl_Orysa_v7.0_LOC_Os01g02930.1
syn_tree/RAxML_bipartitions.0000153.cds.aln.raxml.out	N14	68	gnl_Anaco_Aco012670.mRNA1	gnl_Anaco_Aco023932.mRNA1
syn_tree/RAxML_bipartitions.0000160.cds.aln.raxml.out	N14	28	gnl_Bradi1.2_Bradi3g01520.1	gnl_Bradi1.2_Bradi5g25987.1
syn_tree/RAxML_bipartitions.0000160.cds.aln.raxml.out	N11	76	gnl_Bradi1.2_Bradi3g01520.1	gnl_Bradi1.2_Bradi2g31720.1
syn_tree/RAxML_bipartitions.0000160.cds.aln.raxml.out	N16	19	gnl_Denca_Dca017202	gnl_Denca_Dca023376
syn_tree/RAxML_bipartitions.0000160.cds.aln.raxml.out	N11	87	gnl_Bradi1.2_Bradi5g16190.1	gnl_Bradi1.2_Bradi3g49490.1
syn_tree/RAxML_bipartitions.0000160.cds.aln.raxml.out	N3	98	gnl_Vitvi_Genoscope.12X_GSVIVT01019645001	gnl_Vitvi_Genoscope.12X_GSVIVT01038611001
syn_tree/RAxML_bipartitions.0000160.cds.aln.raxml.out	N11	84	gnl_Bradi1.2_Bradi5g17230.1	gnl_Bradi1.2_Bradi5g17210.1
syn_tree/RAxML_bipartitions.0000160.cds.aln.raxml.out	N11	48	gnl_Bradi1.2_Bradi5g08260.1	gnl_Bradi1.2_Bradi5g08277.2
syn_tree/RAxML_bipartitions.0000160.cds.aln.raxml.out	N16	24	gnl_Phaeq_PEQU_06639	gnl_Phaeq_PEQU_16152
syn_tree/RAxML_bipartitions.0000161.cds.aln.raxml.out	N17	60	gnl_Denca_Dca012251	gnl_Denca_Dca007613
syn_tree/RAxML_bipartitions.0000161.cds.aln.raxml.out	N7	50	gnl_Aspof_V1_evm.model.AsparagusV1_05.268	gnl_Aspof_V1_evm.model.AsparagusV1_02.58
syn_tree/RAxML_bipartitions.0000164.cds.aln.raxml.out	N11	37	gnl_Orysa_v7.0_LOC_Os01g70100.1	gnl_Orysa_v7.0_LOC_Os08g42370.1
syn_tree/RAxML_bipartitions.0000164.cds.aln.raxml.out	N15	32	gnl_Denca_Dca007719	gnl_Denca_Dca007481
syn_tree/RAxML_bipartitions.0000164.cds.aln.raxml.out	N12	38	gnl_Sorbi_v2.1_Sobic.007G002600.1	gnl_Sorbi_v2.1_Sobic.009G151400.1
syn_tree/RAxML_bipartitions.0000164.cds.aln.raxml.out	N5	93	gnl_Phaeq_PEQU_30451	gnl_Phaeq_PEQU_15568
syn_tree/RAxML_bipartitions.0000164.cds.aln.raxml.out	N15	29	gnl_Sorbi_v2.1_Sobic.008G016800.1	gnl_Sorbi_v2.1_Sobic.003G132400.1
syn_tree/RAxML_bipartitions.0000164.cds.aln.raxml.out	N6	68	gnl_Aspof_V1_evm.model.AsparagusV1_02.720	gnl_Aspof_V1_evm.model.AsparagusV1_09.191
syn_tree/RAxML_bipartitions.0000164.cds.aln.raxml.out	N3	94	gnl_Vitvi_Genoscope.12X_GSVIVT01034567001	gnl_Vitvi_Genoscope.12X_GSVIVT01022275001
syn_tree/RAxML_bipartitions.0000164.cds.aln.raxml.out	N17	44	gnl_Denca_Dca008518	gnl_Denca_Dca009703
syn_tree/RAxML_bipartitions.0000172.cds.aln.raxml.out	N11	69	gnl_Orysa_v7.0_LOC_Os02g49310.1	gnl_Orysa_v7.0_LOC_Os09g30150.2
syn_tree/RAxML_bipartitions.0000172.cds.aln.raxml.out	N16	15	gnl_Anaco_Aco000881.mRNA1	gnl_Anaco_Aco028012.mRNA1
syn_tree/RAxML_bipartitions.0000172.cds.aln.raxml.out	N5	100	gnl_Denca_Dca020359	gnl_Denca_Dca017828
syn_tree/RAxML_bipartitions.0000172.cds.aln.raxml.out	N6	100	gnl_Aspof_V1_evm.model.AsparagusV1_01.541	gnl_Aspof_V1_evm.model.AsparagusV1_05.2195
syn_tree/RAxML_bipartitions.0000172.cds.aln.raxml.out	N3	44	gnl_Vitvi_Genoscope.12X_GSVIVT01031370001	gnl_Vitvi_Genoscope.12X_GSVIVT01034755001
syn_tree/RAxML_bipartitions.0000173.cds.aln.raxml.out	N3	99	gnl_Solly_iTAGv2.3_Solyc02g078780.2.1	gnl_Solly_iTAGv2.3_Solyc07g054500.2.1
syn_tree/RAxML_bipartitions.0000173.cds.aln.raxml.out	N7	99	gnl_Yucal_TR25613_c1_g1_i1	gnl_Yucal_TR25613_c2_g1_i2
syn_tree/RAxML_bipartitions.0000173.cds.aln.raxml.out	N15	87	gnl_Bradi1.2_Bradi3g05670.1	gnl_Bradi1.2_Bradi3g03200.1
