Orthogroup	Node	Bootstrap	Paralog1	Paralog2
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Anaco_Aco031193.mRNA1	gnl_Anaco_Aco006219.mRNA1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Anaco_Aco031193.mRNA1	gnl_Anaco_Aco006758.mRNA1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N9	29	gnl_Elagu_v2.0_p5_sc00008.V1.gene1187	gnl_Elagu_v2.0_p5_sc00167.V1.gene266
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N15	44	gnl_Elagu_v2.0_p5_sc00008.V1.gene1187	gnl_Elagu_v2.0_p5_sc00008.V1.gene1192
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01014977001	gnl_Vitvi_Genoscope.12X_GSVIVT01015099001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01014977001	gnl_Vitvi_Genoscope.12X_GSVIVT01006619001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01014977001	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01014977001	gnl_Vitvi_Genoscope.12X_GSVIVT01035466001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Yucal_TR52009_c0_g2_i1	gnl_Yucal_TR67364_c2_g1_i2
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Yucal_TR52009_c0_g2_i1	gnl_Yucal_TR67364_c4_g1_i7
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N15	44	gnl_Elagu_v2.0_p5_sc00008.V1.gene1192	gnl_Elagu_v2.0_p5_sc00008.V1.gene1180
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g055350.2.1	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N15	44	gnl_Anaco_Aco005343.mRNA1	gnl_Anaco_Aco006219.mRNA1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N15	44	gnl_Anaco_Aco005343.mRNA1	gnl_Anaco_Aco006758.mRNA1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g055530.2.1	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Yucal_TR67364_c4_g1_i7	gnl_Yucal_TR52009_c1_g1_i1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N5	98	gnl_Denca_Dca001746	gnl_Denca_Dca001747
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44150.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44190.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi1g06030.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44170.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44300.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44330.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44180.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44200.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44117.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g41110.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44160.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44290.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44130.1	gnl_Bradi1.2_Bradi2g44320.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc10g007890.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc07g006140.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc07g055470.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc07g061980.1.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc10g007930.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc07g055450.1.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc07g055440.1.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc06g084760.1.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1	gnl_Solly_iTAGv2.3_Solyc07g055460.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g055480.1.1	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc10g051020.1.1	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Aspof_V1_evm.model.AsparagusV1_01.3109	gnl_Aspof_V1_evm.model.AsparagusV1_05.2861
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Aspof_V1_evm.model.AsparagusV1_01.3109	gnl_Aspof_V1_evm.model.AsparagusV1_05.2864
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g055560.2.1	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Bradi1.2_Bradi2g44190.1	gnl_Bradi1.2_Bradi2g44140.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014946001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014890001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014958001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014894001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014943001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01020509001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01000497001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014896001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014921001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01000499001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014948001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01014978001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001	gnl_Vitvi_Genoscope.12X_GSVIVT01000494001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N16	91	gnl_Phaeq_PEQU_05079	gnl_Phaeq_PEQU_29635
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Sorbi_v2.1_Sobic.003G228300.1	gnl_Sorbi_v2.1_Sobic.003G228100.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N11	81	gnl_Sorbi_v2.1_Sobic.003G228300.1	gnl_Sorbi_v2.1_Sobic.003G228000.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01014923001	gnl_Vitvi_Genoscope.12X_GSVIVT01015099001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01014923001	gnl_Vitvi_Genoscope.12X_GSVIVT01006619001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01014923001	gnl_Vitvi_Genoscope.12X_GSVIVT01006618001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Vitvi_Genoscope.12X_GSVIVT01014923001	gnl_Vitvi_Genoscope.12X_GSVIVT01035466001
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g062500.2.1	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Elagu_v2.0_p5_sc00001.V1.gene2069	gnl_Elagu_v2.0_p5_sc00008.V1.gene1187
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Elagu_v2.0_p5_sc00001.V1.gene2069	gnl_Elagu_v2.0_p5_sc00167.V1.gene266
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Elagu_v2.0_p5_sc00001.V1.gene2069	gnl_Elagu_v2.0_p5_sc00008.V1.gene1192
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Elagu_v2.0_p5_sc00001.V1.gene2069	gnl_Elagu_v2.0_p5_sc00008.V1.gene1180
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Solly_iTAGv2.3_Solyc07g062520.2.1	gnl_Solly_iTAGv2.3_Solyc07g041500.2.1
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_280.7	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_77.77
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_280.7	gnl_Carpa_ASGPBv0.4_evm.TU.contig_30627.2
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_280.7	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_77.73
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_280.7	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_77.75
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_280.7	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_77.82
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_280.7	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_77.81
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_280.7	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_77.79
syn_tree/RAxML_bipartitions.0000042.cds.aln.raxml.out	N17	26	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_280.7	gnl_Carpa_ASGPBv0.4_evm.model.supercontig_1272.3
